SOI_ANN,SOI_MOI,BEN_SEX_COD,AGE_BEN_SNDS,BEN_RES_REG,RAC,FLT_PAI_MNT,FLT_REM_MNT
2019.0,2.0,1.0,20.0,53.0,2764566.7699999376,8265266.08999935,5500699.320000019
2019.0,2.0,1.0,20.0,75.0,5725462.209999986,17322018.549997628,11596556.339999367
2019.0,2.0,1.0,20.0,76.0,6748147.280000028,21445898.939997967,14697751.659998752
2019.0,2.0,1.0,20.0,84.0,9662811.480000036,27656294.67999829,17993483.19999847
2019.0,2.0,1.0,20.0,93.0,6379242.170000035,21406747.759998005,15027505.589999048
2019.0,2.0,1.0,30.0,5.0,2446455.6199999563,9218040.349999633,6771584.7299999455
2019.0,2.0,1.0,30.0,11.0,26112116.54999804,67936307.69000183,41824191.13999565
2019.0,2.0,1.0,30.0,24.0,3098885.589999964,9689108.819998816,6590223.229999897
2019.0,2.0,1.0,30.0,27.0,3725948.7499999334,11268334.569998458,7542385.8199997805
2019.0,2.0,1.0,30.0,28.0,4258607.49999993,13671002.65999818,9412395.15999968
2019.0,2.0,1.0,30.0,32.0,9488876.820000075,30203120.639999107,20714243.819998346
2019.0,2.0,1.0,30.0,44.0,9385777.27000005,27568830.71999859,18183053.44999845
2019.0,2.0,1.0,30.0,52.0,4768878.73999997,15278952.079998072,10510073.339999529
2019.0,2.0,1.0,30.0,53.0,3670314.5399999516,12182636.669998512,8512322.129999831
2019.0,2.0,1.0,30.0,75.0,7814840.360000077,24829602.099998225,17014761.73999873
2019.0,2.0,1.0,30.0,76.0,8944357.049999926,29518457.939998757,20574100.889998246
2019.0,2.0,1.0,30.0,84.0,12418634.819999935,36299848.96999931,23881214.149997238
2019.0,2.0,1.0,30.0,93.0,8882315.879999999,29707698.609998416,20825382.72999828
2019.0,2.0,1.0,40.0,5.0,4229695.0299999295,14966508.839998923,10736813.80999985
2019.0,2.0,1.0,40.0,11.0,35181929.38999678,92540238.55001381,57358309.15999548
2019.0,2.0,1.0,40.0,24.0,5322756.529999926,16299520.91999752,10976764.389999196
2019.0,2.0,1.0,40.0,27.0,5857374.56000006,17505708.159997478,11648333.59999902
2019.0,2.0,1.0,40.0,28.0,6616899.970000057,20720493.989997905,14103594.019998906
2019.0,2.0,1.0,40.0,32.0,13640734.37999995,44097255.56000024,30456521.17999817
2019.0,2.0,1.0,40.0,44.0,13881884.70999998,40242189.27999941,26360304.569997776
2019.0,2.0,1.0,40.0,52.0,7498941.79000009,22047001.669998277,14548059.879998913
2019.0,2.0,1.0,40.0,53.0,6415638.030000032,19469991.279998127,13054353.249999043
2019.0,2.0,1.0,40.0,75.0,12674259.190000003,38562960.67999975,25888701.489997678
2019.0,2.0,1.0,40.0,76.0,13793327.350000126,44192383.90000006,30399056.549997322
2019.0,2.0,1.0,40.0,84.0,19020808.119999535,53656018.549999945,34635210.42999811
2019.0,2.0,1.0,40.0,93.0,13399094.929999832,43580633.44999955,30181538.519997764
2019.0,2.0,1.0,50.0,5.0,6206536.4599999385,26010377.789999697,19803841.32999954
2019.0,2.0,1.0,50.0,11.0,42842945.79999565,127189979.52002917,84347033.7200029
2019.0,2.0,1.0,50.0,24.0,7631026.610000062,25747025.569998097,18115998.959997796
2019.0,2.0,1.0,50.0,27.0,8668731.350000171,28057105.689998332,19388374.339997746
2019.0,2.0,1.0,50.0,28.0,9318193.880000146,33043053.169999454,23724859.2899981
2019.0,2.0,1.0,50.0,32.0,17918866.97999987,68603726.97000085,50684859.98999704
2019.0,2.0,1.0,50.0,44.0,20328391.22999944,65267497.670001246,44939106.439998046
